episode,hand,played_cards,discarded_cards,selected_cards,reward
27,"[(4, 'S'), (2, 'H'), (6, 'D'), (10, 'H'), (3, 'S'), (6, 'C'), (5, 'H'), (12, 'C')]","[(5, 'S'), (7, 'H'), (11, 'S'), (6, 'H'), (1, 'H'), (12, 'D'), (11, 'H'), (13, 'C'), (4, 'C'), (5, 'D'), (9, 'D'), (6, 'S'), (9, 'S')]","[(1, 'D'), (4, 'D'), (7, 'D')]","[(4, 'S')]",0.0
27,"[(2, 'H'), (6, 'D'), (10, 'H'), (3, 'S'), (6, 'C'), (5, 'H'), (12, 'C'), (13, 'H')]","[(5, 'S'), (7, 'H'), (11, 'S'), (6, 'H'), (1, 'H'), (12, 'D'), (11, 'H'), (13, 'C'), (4, 'C'), (5, 'D'), (9, 'D'), (6, 'S'), (9, 'S')]","[(1, 'D'), (4, 'D'), (7, 'D'), (4, 'S')]","[(2, 'H')]",12.0
27,"[(6, 'D'), (10, 'H'), (3, 'S'), (6, 'C'), (5, 'H'), (12, 'C'), (13, 'H'), (3, 'D')]","[(5, 'S'), (7, 'H'), (11, 'S'), (6, 'H'), (1, 'H'), (12, 'D'), (11, 'H'), (13, 'C'), (4, 'C'), (5, 'D'), (9, 'D'), (6, 'S'), (9, 'S')]","[(1, 'D'), (4, 'D'), (7, 'D'), (4, 'S'), (2, 'H')]","[(6, 'D'), (6, 'C'), (13, 'H'), (3, 'D')]",44.0
28,"[(12, 'C'), (13, 'S'), (8, 'S'), (13, 'C'), (1, 'C'), (7, 'C'), (3, 'H'), (12, 'S')]",[],[],"[(12, 'C'), (13, 'S')]",18.0
28,"[(8, 'S'), (13, 'C'), (1, 'C'), (7, 'C'), (3, 'H'), (12, 'S'), (10, 'D'), (11, 'C')]","[(12, 'C'), (13, 'S')]",[],"[(8, 'S'), (13, 'C'), (1, 'C')]",18.0
28,"[(7, 'C'), (3, 'H'), (12, 'S'), (10, 'D'), (11, 'C'), (4, 'D'), (5, 'C'), (11, 'D')]","[(12, 'C'), (13, 'S'), (8, 'S'), (13, 'C'), (1, 'C')]",[],"[(7, 'C'), (12, 'S'), (10, 'D'), (11, 'C')]",17.0
28,"[(3, 'H'), (4, 'D'), (5, 'C'), (11, 'D'), (9, 'S'), (2, 'S'), (6, 'H'), (1, 'S')]","[(12, 'C'), (13, 'S'), (8, 'S'), (13, 'C'), (1, 'C'), (7, 'C'), (12, 'S'), (10, 'D'), (11, 'C')]",[],"[(3, 'H'), (4, 'D'), (5, 'C')]",10.0
28,"[(11, 'D'), (9, 'S'), (2, 'S'), (6, 'H'), (1, 'S'), (6, 'S'), (4, 'S'), (7, 'H')]","[(12, 'C'), (13, 'S'), (8, 'S'), (13, 'C'), (1, 'C'), (7, 'C'), (12, 'S'), (10, 'D'), (11, 'C'), (3, 'H'), (4, 'D'), (5, 'C')]",[],"[(11, 'D'), (1, 'S'), (6, 'S'), (4, 'S')]",16.0
29,"[(11, 'H'), (6, 'S'), (7, 'C'), (12, 'C'), (2, 'S'), (10, 'C'), (6, 'C'), (13, 'D')]",[],[],"[(11, 'H'), (7, 'C'), (12, 'C'), (10, 'C'), (6, 'C')]",17.0
29,"[(6, 'S'), (2, 'S'), (13, 'D'), (5, 'D'), (4, 'H'), (3, 'H'), (11, 'D'), (2, 'H')]","[(11, 'H'), (7, 'C'), (12, 'C'), (10, 'C'), (6, 'C')]",[],"[(6, 'S')]",11.0
29,"[(2, 'S'), (13, 'D'), (5, 'D'), (4, 'H'), (3, 'H'), (11, 'D'), (2, 'H'), (8, 'D')]","[(11, 'H'), (7, 'C'), (12, 'C'), (10, 'C'), (6, 'C'), (6, 'S')]",[],"[(2, 'S'), (13, 'D')]",18.0
29,"[(5, 'D'), (4, 'H'), (3, 'H'), (11, 'D'), (2, 'H'), (8, 'D'), (3, 'C'), (3, 'D')]","[(11, 'H'), (7, 'C'), (12, 'C'), (10, 'C'), (6, 'C'), (6, 'S'), (2, 'S'), (13, 'D')]",[],"[(5, 'D'), (4, 'H'), (3, 'H')]",49.0
29,"[(11, 'D'), (2, 'H'), (8, 'D'), (3, 'C'), (3, 'D'), (11, 'S'), (8, 'H'), (4, 'C')]","[(11, 'H'), (7, 'C'), (12, 'C'), (10, 'C'), (6, 'C'), (6, 'S'), (2, 'S'), (13, 'D')]","[(5, 'D'), (4, 'H'), (3, 'H')]","[(11, 'D')]",0.0
29,"[(2, 'H'), (8, 'D'), (3, 'C'), (3, 'D'), (11, 'S'), (8, 'H'), (4, 'C'), (2, 'C')]","[(11, 'H'), (7, 'C'), (12, 'C'), (10, 'C'), (6, 'C'), (6, 'S'), (2, 'S'), (13, 'D')]","[(5, 'D'), (4, 'H'), (3, 'H'), (11, 'D')]","[(2, 'H')]",0.0
29,"[(8, 'D'), (3, 'C'), (3, 'D'), (11, 'S'), (8, 'H'), (4, 'C'), (2, 'C'), (6, 'D')]","[(11, 'H'), (7, 'C'), (12, 'C'), (10, 'C'), (6, 'C'), (6, 'S'), (2, 'S'), (13, 'D')]","[(5, 'D'), (4, 'H'), (3, 'H'), (11, 'D'), (2, 'H')]","[(8, 'D'), (3, 'D'), (8, 'H')]",52.0
29,"[(3, 'C'), (11, 'S'), (4, 'C'), (2, 'C'), (6, 'D'), (9, 'H'), (10, 'D'), (8, 'C')]","[(11, 'H'), (7, 'C'), (12, 'C'), (10, 'C'), (6, 'C'), (6, 'S'), (2, 'S'), (13, 'D'), (8, 'D'), (3, 'D'), (8, 'H')]","[(5, 'D'), (4, 'H'), (3, 'H'), (11, 'D'), (2, 'H')]","[(3, 'C'), (4, 'C'), (2, 'C')]",9.0
30,"[(1, 'D'), (8, 'C'), (11, 'D'), (13, 'H'), (8, 'S'), (9, 'D'), (4, 'H'), (11, 'H')]",[],[],"[(1, 'D'), (11, 'D'), (13, 'H'), (11, 'H')]",64.0
30,"[(8, 'C'), (8, 'S'), (9, 'D'), (4, 'H'), (10, 'D'), (10, 'C'), (6, 'H'), (4, 'C')]","[(1, 'D'), (11, 'D'), (13, 'H'), (11, 'H')]",[],"[(8, 'C'), (8, 'S'), (10, 'D'), (10, 'C')]",112.0
30,"[(9, 'D'), (4, 'H'), (6, 'H'), (4, 'C'), (9, 'S'), (4, 'D'), (1, 'S'), (6, 'C')]","[(1, 'D'), (11, 'D'), (13, 'H'), (11, 'H'), (8, 'C'), (8, 'S'), (10, 'D'), (10, 'C')]",[],"[(9, 'D'), (4, 'C'), (9, 'S'), (4, 'D')]",92.0
30,"[(4, 'H'), (6, 'H'), (1, 'S'), (6, 'C'), (13, 'C'), (6, 'D'), (11, 'C'), (2, 'C')]","[(1, 'D'), (11, 'D'), (13, 'H'), (11, 'H'), (8, 'C'), (8, 'S'), (10, 'D'), (10, 'C'), (9, 'D'), (4, 'C'), (9, 'S'), (4, 'D')]",[],"[(4, 'H'), (6, 'H'), (6, 'C'), (13, 'C')]",44.0
30,"[(1, 'S'), (6, 'D'), (11, 'C'), (2, 'C'), (8, 'H'), (12, 'D'), (5, 'H'), (10, 'S')]","[(1, 'D'), (11, 'D'), (13, 'H'), (11, 'H'), (8, 'C'), (8, 'S'), (10, 'D'), (10, 'C'), (9, 'D'), (4, 'C'), (9, 'S'), (4, 'D'), (4, 'H'), (6, 'H'), (6, 'C'), (13, 'C')]",[],"[(1, 'S'), (11, 'C'), (8, 'H')]",16.0
31,"[(9, 'D'), (7, 'H'), (7, 'S'), (12, 'C'), (3, 'S'), (5, 'S'), (10, 'D'), (6, 'C')]",[],[],"[(9, 'D'), (7, 'H')]",14.0
31,"[(7, 'S'), (12, 'C'), (3, 'S'), (5, 'S'), (10, 'D'), (6, 'C'), (13, 'S'), (11, 'C')]","[(9, 'D'), (7, 'H')]",[],"[(7, 'S'), (12, 'C')]",17.0
31,"[(3, 'S'), (5, 'S'), (10, 'D'), (6, 'C'), (13, 'S'), (11, 'C'), (9, 'H'), (10, 'C')]","[(9, 'D'), (7, 'H'), (7, 'S'), (12, 'C')]",[],"[(3, 'S'), (5, 'S')]",10.0
31,"[(10, 'D'), (6, 'C'), (13, 'S'), (11, 'C'), (9, 'H'), (10, 'C'), (4, 'D'), (13, 'D')]","[(9, 'D'), (7, 'H'), (7, 'S'), (12, 'C'), (3, 'S'), (5, 'S')]",[],"[(10, 'D'), (13, 'S'), (11, 'C'), (9, 'H'), (13, 'D')]",72.0
31,"[(6, 'C'), (10, 'C'), (4, 'D'), (3, 'C'), (1, 'D'), (1, 'C'), (8, 'S'), (9, 'S')]","[(9, 'D'), (7, 'H'), (7, 'S'), (12, 'C'), (3, 'S'), (5, 'S'), (10, 'D'), (13, 'S'), (11, 'C'), (9, 'H'), (13, 'D')]",[],"[(6, 'C'), (10, 'C')]",15.0
32,"[(11, 'D'), (13, 'H'), (10, 'H'), (5, 'D'), (2, 'H'), (6, 'C'), (13, 'D'), (5, 'C')]",[],[],"[(11, 'D'), (13, 'H'), (10, 'H')]",18.0
32,"[(5, 'D'), (2, 'H'), (6, 'C'), (13, 'D'), (5, 'C'), (7, 'D'), (8, 'S'), (12, 'C')]","[(11, 'D'), (13, 'H'), (10, 'H')]",[],"[(5, 'D'), (6, 'C'), (13, 'D')]",18.0
32,"[(2, 'H'), (5, 'C'), (7, 'D'), (8, 'S'), (12, 'C'), (13, 'S'), (7, 'S'), (8, 'H')]","[(11, 'D'), (13, 'H'), (10, 'H'), (5, 'D'), (6, 'C'), (13, 'D')]",[],"[(2, 'H'), (7, 'D'), (8, 'S'), (12, 'C'), (7, 'S'), (8, 'H')]",100.0
32,"[(5, 'C'), (13, 'S'), (11, 'C'), (1, 'C'), (12, 'S'), (6, 'H'), (1, 'D'), (8, 'D')]","[(11, 'D'), (13, 'H'), (10, 'H'), (5, 'D'), (6, 'C'), (13, 'D'), (2, 'H'), (7, 'D'), (8, 'S'), (12, 'C'), (7, 'S'), (8, 'H')]",[],"[(5, 'C'), (11, 'C'), (1, 'C'), (12, 'S')]",17.0
32,"[(13, 'S'), (6, 'H'), (1, 'D'), (8, 'D'), (11, 'S'), (3, 'S'), (4, 'C'), (2, 'C')]","[(11, 'D'), (13, 'H'), (10, 'H'), (5, 'D'), (6, 'C'), (13, 'D'), (2, 'H'), (7, 'D'), (8, 'S'), (12, 'C'), (7, 'S'), (8, 'H'), (5, 'C'), (11, 'C'), (1, 'C'), (12, 'S')]",[],"[(13, 'S')]",67.0
32,"[(6, 'H'), (1, 'D'), (8, 'D'), (11, 'S'), (3, 'S'), (4, 'C'), (2, 'C'), (5, 'H')]","[(11, 'D'), (13, 'H'), (10, 'H'), (5, 'D'), (6, 'C'), (13, 'D'), (2, 'H'), (7, 'D'), (8, 'S'), (12, 'C'), (7, 'S'), (8, 'H'), (5, 'C'), (11, 'C'), (1, 'C'), (12, 'S')]","[(13, 'S')]","[(6, 'H'), (8, 'D')]",13.0
33,"[(11, 'H'), (9, 'C'), (13, 'H'), (11, 'S'), (12, 'S'), (7, 'H'), (1, 'H'), (7, 'C')]",[],[],"[(11, 'H'), (13, 'H'), (11, 'S'), (12, 'S')]",64.0
33,"[(9, 'C'), (7, 'H'), (1, 'H'), (7, 'C'), (9, 'S'), (5, 'H'), (11, 'C'), (10, 'D')]","[(11, 'H'), (13, 'H'), (11, 'S'), (12, 'S')]",[],"[(9, 'C'), (7, 'C'), (9, 'S'), (11, 'C')]",56.0
33,"[(7, 'H'), (1, 'H'), (5, 'H'), (10, 'D'), (4, 'H'), (5, 'C'), (10, 'C'), (10, 'H')]","[(11, 'H'), (13, 'H'), (11, 'S'), (12, 'S'), (9, 'C'), (7, 'C'), (9, 'S'), (11, 'C')]",[],"[(7, 'H'), (1, 'H'), (5, 'H')]",12.0
33,"[(10, 'D'), (4, 'H'), (5, 'C'), (10, 'C'), (10, 'H'), (1, 'S'), (3, 'S'), (7, 'D')]","[(11, 'H'), (13, 'H'), (11, 'S'), (12, 'S'), (9, 'C'), (7, 'C'), (9, 'S'), (11, 'C'), (7, 'H'), (1, 'H'), (5, 'H')]",[],"[(10, 'D'), (10, 'C'), (10, 'H')]",180.0
33,"[(4, 'H'), (5, 'C'), (1, 'S'), (3, 'S'), (7, 'D'), (12, 'C'), (3, 'D'), (13, 'C')]","[(11, 'H'), (13, 'H'), (11, 'S'), (12, 'S'), (9, 'C'), (7, 'C'), (9, 'S'), (11, 'C'), (7, 'H'), (1, 'H'), (5, 'H'), (10, 'D'), (10, 'C'), (10, 'H')]",[],"[(4, 'H'), (5, 'C')]",10.0
34,"[(5, 'S'), (9, 'C'), (3, 'H'), (10, 'S'), (5, 'D'), (1, 'C'), (4, 'S'), (9, 'H')]",[],[],"[(5, 'S'), (10, 'S'), (5, 'D'), (4, 'S'), (9, 'H')]",40.0
34,"[(9, 'C'), (3, 'H'), (1, 'C'), (12, 'C'), (13, 'H'), (7, 'H'), (8, 'D'), (12, 'H')]","[(5, 'S'), (10, 'S'), (5, 'D'), (4, 'S'), (9, 'H')]",[],"[(9, 'C'), (1, 'C'), (12, 'C'), (13, 'H'), (12, 'H')]",68.0
34,"[(3, 'H'), (7, 'H'), (8, 'D'), (8, 'S'), (12, 'D'), (13, 'S'), (10, 'H'), (7, 'C')]","[(5, 'S'), (10, 'S'), (5, 'D'), (4, 'S'), (9, 'H'), (9, 'C'), (1, 'C'), (12, 'C'), (13, 'H'), (12, 'H')]",[],"[(8, 'D'), (8, 'S'), (13, 'S'), (10, 'H')]",52.0
34,"[(3, 'H'), (7, 'H'), (12, 'D'), (7, 'C'), (12, 'S'), (8, 'C'), (9, 'D'), (1, 'H')]","[(5, 'S'), (10, 'S'), (5, 'D'), (4, 'S'), (9, 'H'), (9, 'C'), (1, 'C'), (12, 'C'), (13, 'H'), (12, 'H'), (8, 'D'), (8, 'S'), (13, 'S'), (10, 'H')]",[],"[(3, 'H'), (7, 'H')]",12.0
34,"[(12, 'D'), (7, 'C'), (12, 'S'), (8, 'C'), (9, 'D'), (1, 'H'), (2, 'H'), (11, 'D')]","[(5, 'S'), (10, 'S'), (5, 'D'), (4, 'S'), (9, 'H'), (9, 'C'), (1, 'C'), (12, 'C'), (13, 'H'), (12, 'H'), (8, 'D'), (8, 'S'), (13, 'S'), (10, 'H'), (3, 'H'), (7, 'H')]",[],"[(12, 'D'), (12, 'S')]",68.0
35,"[(10, 'H'), (2, 'S'), (8, 'C'), (11, 'D'), (3, 'H'), (7, 'H'), (10, 'S'), (5, 'S')]",[],[],"[(10, 'H'), (11, 'D'), (3, 'H'), (7, 'H')]",16.0
35,"[(2, 'S'), (8, 'C'), (10, 'S'), (5, 'S'), (12, 'H'), (3, 'D'), (13, 'D'), (9, 'H')]","[(10, 'H'), (11, 'D'), (3, 'H'), (7, 'H')]",[],"[(2, 'S'), (10, 'S'), (5, 'S')]",15.0
35,"[(8, 'C'), (12, 'H'), (3, 'D'), (13, 'D'), (9, 'H'), (9, 'D'), (11, 'S'), (1, 'C')]","[(10, 'H'), (11, 'D'), (3, 'H'), (7, 'H'), (2, 'S'), (10, 'S'), (5, 'S')]",[],"[(8, 'C'), (12, 'H')]",17.0
35,"[(3, 'D'), (13, 'D'), (9, 'H'), (9, 'D'), (11, 'S'), (1, 'C'), (1, 'S'), (11, 'H')]","[(10, 'H'), (11, 'D'), (3, 'H'), (7, 'H'), (2, 'S'), (10, 'S'), (5, 'S'), (8, 'C'), (12, 'H')]",[],"[(3, 'D'), (13, 'D')]",18.0
35,"[(9, 'H'), (9, 'D'), (11, 'S'), (1, 'C'), (1, 'S'), (11, 'H'), (9, 'C'), (9, 'S')]","[(10, 'H'), (11, 'D'), (3, 'H'), (7, 'H'), (2, 'S'), (10, 'S'), (5, 'S'), (8, 'C'), (12, 'H'), (3, 'D'), (13, 'D')]",[],"[(9, 'H'), (9, 'D')]",56.0
36,"[(4, 'H'), (5, 'D'), (6, 'C'), (8, 'H'), (2, 'H'), (5, 'H'), (5, 'S'), (10, 'C')]",[],[],"[(4, 'H'), (5, 'D'), (6, 'C')]",11.0
36,"[(8, 'H'), (2, 'H'), (5, 'H'), (5, 'S'), (10, 'C'), (10, 'D'), (1, 'S'), (8, 'S')]","[(4, 'H'), (5, 'D'), (6, 'C')]",[],"[(8, 'H'), (5, 'H'), (10, 'C'), (10, 'D')]",60.0
36,"[(2, 'H'), (5, 'S'), (1, 'S'), (8, 'S'), (5, 'C'), (13, 'C'), (1, 'D'), (12, 'C')]","[(4, 'H'), (5, 'D'), (6, 'C'), (8, 'H'), (5, 'H'), (10, 'C'), (10, 'D')]",[],"[(2, 'H'), (1, 'S'), (8, 'S')]",13.0
36,"[(5, 'S'), (5, 'C'), (13, 'C'), (1, 'D'), (12, 'C'), (9, 'S'), (8, 'D'), (11, 'D')]","[(4, 'H'), (5, 'D'), (6, 'C'), (8, 'H'), (5, 'H'), (10, 'C'), (10, 'D'), (2, 'H'), (1, 'S'), (8, 'S')]",[],"[(5, 'S'), (5, 'C')]",40.0
36,"[(13, 'C'), (1, 'D'), (12, 'C'), (9, 'S'), (8, 'D'), (11, 'D'), (4, 'C'), (4, 'D')]","[(4, 'H'), (5, 'D'), (6, 'C'), (8, 'H'), (5, 'H'), (10, 'C'), (10, 'D'), (2, 'H'), (1, 'S'), (8, 'S'), (5, 'S'), (5, 'C')]",[],"[(13, 'C'), (12, 'C')]",18.0
37,"[(3, 'H'), (3, 'C'), (9, 'S'), (11, 'D'), (4, 'D'), (10, 'C'), (2, 'C'), (13, 'C')]",[],[],"[(3, 'H'), (3, 'C'), (13, 'C')]",32.0
37,"[(9, 'S'), (11, 'D'), (4, 'D'), (10, 'C'), (2, 'C'), (13, 'S'), (5, 'H'), (4, 'H')]","[(3, 'H'), (3, 'C'), (13, 'C')]",[],"[(9, 'S'), (10, 'C'), (2, 'C')]",15.0
37,"[(11, 'D'), (4, 'D'), (13, 'S'), (5, 'H'), (4, 'H'), (7, 'C'), (9, 'C'), (1, 'D')]","[(3, 'H'), (3, 'C'), (13, 'C'), (9, 'S'), (10, 'C'), (2, 'C')]",[],"[(11, 'D'), (4, 'H'), (9, 'C'), (1, 'D')]",16.0
37,"[(4, 'D'), (13, 'S'), (5, 'H'), (7, 'C'), (5, 'C'), (11, 'H'), (1, 'H'), (7, 'H')]","[(3, 'H'), (3, 'C'), (13, 'C'), (9, 'S'), (10, 'C'), (2, 'C'), (11, 'D'), (4, 'H'), (9, 'C'), (1, 'D')]",[],"[(4, 'D'), (5, 'H'), (7, 'C'), (11, 'H'), (1, 'H')]",16.0
37,"[(13, 'S'), (5, 'C'), (7, 'H'), (7, 'S'), (12, 'H'), (2, 'H'), (10, 'H'), (9, 'D')]","[(3, 'H'), (3, 'C'), (13, 'C'), (9, 'S'), (10, 'C'), (2, 'C'), (11, 'D'), (4, 'H'), (9, 'C'), (1, 'D'), (4, 'D'), (5, 'H'), (7, 'C'), (11, 'H'), (1, 'H')]",[],"[(13, 'S')]",8.0
37,"[(5, 'C'), (7, 'H'), (7, 'S'), (12, 'H'), (2, 'H'), (10, 'H'), (9, 'D'), (2, 'D')]","[(3, 'H'), (3, 'C'), (13, 'C'), (9, 'S'), (10, 'C'), (2, 'C'), (11, 'D'), (4, 'H'), (9, 'C'), (1, 'D'), (4, 'D'), (5, 'H'), (7, 'C'), (11, 'H'), (1, 'H')]","[(13, 'S')]","[(7, 'H'), (7, 'S')]",48.0
38,"[(8, 'S'), (7, 'C'), (9, 'S'), (13, 'D'), (4, 'S'), (12, 'H'), (2, 'D'), (3, 'H')]",[],[],"[(8, 'S'), (9, 'S')]",14.0
38,"[(7, 'C'), (13, 'D'), (4, 'S'), (12, 'H'), (2, 'D'), (3, 'H'), (2, 'C'), (12, 'S')]","[(8, 'S'), (9, 'S')]",[],"[(7, 'C'), (13, 'D'), (12, 'H')]",18.0
38,"[(4, 'S'), (2, 'D'), (3, 'H'), (2, 'C'), (12, 'S'), (4, 'C'), (4, 'D'), (10, 'S')]","[(8, 'S'), (9, 'S'), (7, 'C'), (13, 'D'), (12, 'H')]",[],"[(4, 'S'), (12, 'S'), (4, 'C'), (4, 'D'), (10, 'S')]",126.0
38,"[(2, 'D'), (3, 'H'), (2, 'C'), (7, 'S'), (11, 'C'), (7, 'H'), (9, 'H'), (5, 'C')]","[(8, 'S'), (9, 'S'), (7, 'C'), (13, 'D'), (12, 'H'), (4, 'S'), (12, 'S'), (4, 'C'), (4, 'D'), (10, 'S')]",[],"[(2, 'D'), (2, 'C'), (11, 'C'), (9, 'H')]",28.0
38,"[(3, 'H'), (7, 'S'), (7, 'H'), (5, 'C'), (8, 'H'), (4, 'H'), (3, 'D'), (5, 'H')]","[(8, 'S'), (9, 'S'), (7, 'C'), (13, 'D'), (12, 'H'), (4, 'S'), (12, 'S'), (4, 'C'), (4, 'D'), (10, 'S'), (2, 'D'), (2, 'C'), (11, 'C'), (9, 'H')]",[],"[(3, 'H'), (7, 'S')]",12.0
39,"[(6, 'C'), (4, 'S'), (6, 'S'), (3, 'D'), (5, 'D'), (10, 'S'), (13, 'D'), (2, 'D')]",[],[],"[(6, 'C'), (6, 'S'), (10, 'S')]",44.0
39,"[(4, 'S'), (3, 'D'), (5, 'D'), (13, 'D'), (2, 'D'), (3, 'H'), (11, 'H'), (4, 'D')]","[(6, 'C'), (6, 'S'), (10, 'S')]",[],"[(4, 'S'), (3, 'D'), (5, 'D'), (13, 'D')]",18.0
39,"[(2, 'D'), (3, 'H'), (11, 'H'), (4, 'D'), (13, 'S'), (10, 'C'), (9, 'D'), (12, 'C')]","[(6, 'C'), (6, 'S'), (10, 'S'), (4, 'S'), (3, 'D'), (5, 'D'), (13, 'D')]",[],"[(3, 'H'), (11, 'H')]",16.0
39,"[(2, 'D'), (4, 'D'), (13, 'S'), (10, 'C'), (9, 'D'), (12, 'C'), (13, 'C'), (1, 'H')]","[(6, 'C'), (6, 'S'), (10, 'S'), (4, 'S'), (3, 'D'), (5, 'D'), (13, 'D'), (3, 'H'), (11, 'H')]",[],"[(2, 'D'), (4, 'D')]",9.0
39,"[(13, 'S'), (10, 'C'), (9, 'D'), (12, 'C'), (13, 'C'), (1, 'H'), (9, 'H'), (7, 'C')]","[(6, 'C'), (6, 'S'), (10, 'S'), (4, 'S'), (3, 'D'), (5, 'D'), (13, 'D'), (3, 'H'), (11, 'H'), (2, 'D'), (4, 'D')]",[],"[(13, 'S'), (10, 'C'), (12, 'C'), (13, 'C')]",72.0
40,"[(10, 'C'), (8, 'H'), (3, 'S'), (5, 'H'), (11, 'S'), (1, 'H'), (4, 'C'), (8, 'S')]",[],[],"[(10, 'C'), (11, 'S'), (1, 'H'), (8, 'S')]",16.0
40,"[(8, 'H'), (3, 'S'), (5, 'H'), (4, 'C'), (10, 'S'), (13, 'D'), (6, 'S'), (2, 'H')]","[(10, 'C'), (11, 'S'), (1, 'H'), (8, 'S')]",[],"[(8, 'H'), (5, 'H'), (10, 'S')]",15.0
40,"[(3, 'S'), (4, 'C'), (13, 'D'), (6, 'S'), (2, 'H'), (4, 'D'), (13, 'S'), (12, 'S')]","[(10, 'C'), (11, 'S'), (1, 'H'), (8, 'S'), (8, 'H'), (5, 'H'), (10, 'S')]",[],"[(3, 'S'), (4, 'C')]",9.0
40,"[(13, 'D'), (6, 'S'), (2, 'H'), (4, 'D'), (13, 'S'), (12, 'S'), (5, 'D'), (7, 'S')]","[(10, 'C'), (11, 'S'), (1, 'H'), (8, 'S'), (8, 'H'), (5, 'H'), (10, 'S'), (3, 'S'), (4, 'C')]",[],"[(13, 'D'), (13, 'S'), (12, 'S'), (5, 'D'), (7, 'S')]",72.0
40,"[(6, 'S'), (2, 'H'), (4, 'D'), (1, 'S'), (9, 'D'), (12, 'D'), (5, 'S'), (3, 'D')]","[(10, 'C'), (11, 'S'), (1, 'H'), (8, 'S'), (8, 'H'), (5, 'H'), (10, 'S'), (3, 'S'), (4, 'C'), (13, 'D'), (13, 'S'), (12, 'S'), (5, 'D'), (7, 'S')]",[],"[(6, 'S')]",0.0
40,"[(2, 'H'), (4, 'D'), (1, 'S'), (9, 'D'), (12, 'D'), (5, 'S'), (3, 'D'), (3, 'H')]","[(10, 'C'), (11, 'S'), (1, 'H'), (8, 'S'), (8, 'H'), (5, 'H'), (10, 'S'), (3, 'S'), (4, 'C'), (13, 'D'), (13, 'S'), (12, 'S'), (5, 'D'), (7, 'S')]","[(6, 'S')]","[(2, 'H'), (9, 'D'), (12, 'D'), (3, 'D'), (3, 'H')]",32.0
41,"[(7, 'H'), (4, 'H'), (6, 'H'), (10, 'H'), (7, 'C'), (12, 'C'), (2, 'C'), (11, 'H')]",[],[],"[(7, 'H'), (4, 'H'), (6, 'H'), (10, 'H')]",15.0
41,"[(7, 'C'), (12, 'C'), (2, 'C'), (11, 'H'), (1, 'C'), (10, 'S'), (13, 'C'), (13, 'D')]","[(7, 'H'), (4, 'H'), (6, 'H'), (10, 'H')]",[],"[(7, 'C'), (12, 'C'), (2, 'C')]",17.0
41,"[(11, 'H'), (1, 'C'), (10, 'S'), (13, 'C'), (13, 'D'), (6, 'C'), (9, 'S'), (7, 'D')]","[(7, 'H'), (4, 'H'), (6, 'H'), (10, 'H'), (7, 'C'), (12, 'C'), (2, 'C')]",[],"[(11, 'H'), (10, 'S'), (13, 'C'), (13, 'D')]",72.0
41,"[(1, 'C'), (6, 'C'), (9, 'S'), (7, 'D'), (8, 'S'), (5, 'S'), (4, 'S'), (8, 'D')]","[(7, 'H'), (4, 'H'), (6, 'H'), (10, 'H'), (7, 'C'), (12, 'C'), (2, 'C'), (11, 'H'), (10, 'S'), (13, 'C'), (13, 'D')]",[],"[(1, 'C')]",0.0
41,"[(6, 'C'), (9, 'S'), (7, 'D'), (8, 'S'), (5, 'S'), (4, 'S'), (8, 'D'), (12, 'D')]","[(7, 'H'), (4, 'H'), (6, 'H'), (10, 'H'), (7, 'C'), (12, 'C'), (2, 'C'), (11, 'H'), (10, 'S'), (13, 'C'), (13, 'D')]","[(1, 'C')]","[(6, 'C'), (9, 'S'), (7, 'D'), (8, 'S')]",14.0
41,"[(5, 'S'), (4, 'S'), (8, 'D'), (12, 'D'), (9, 'D'), (3, 'H'), (1, 'H'), (12, 'H')]","[(7, 'H'), (4, 'H'), (6, 'H'), (10, 'H'), (7, 'C'), (12, 'C'), (2, 'C'), (11, 'H'), (10, 'S'), (13, 'C'), (13, 'D'), (6, 'C'), (9, 'S'), (7, 'D'), (8, 'S')]","[(1, 'C')]","[(5, 'S'), (4, 'S')]",10.0
42,"[(1, 'S'), (10, 'S'), (11, 'C'), (1, 'D'), (10, 'C'), (9, 'S'), (13, 'C'), (13, 'S')]",[],[],"[(1, 'S'), (1, 'D'), (10, 'C'), (9, 'S'), (13, 'S')]",24.0
42,"[(10, 'S'), (11, 'C'), (13, 'C'), (12, 'H'), (2, 'H'), (10, 'H'), (5, 'D'), (8, 'H')]","[(1, 'S'), (1, 'D'), (10, 'C'), (9, 'S'), (13, 'S')]",[],"[(10, 'S'), (11, 'C'), (13, 'C'), (12, 'H')]",18.0
42,"[(2, 'H'), (10, 'H'), (5, 'D'), (8, 'H'), (11, 'S'), (12, 'S'), (7, 'C'), (3, 'S')]","[(1, 'S'), (1, 'D'), (10, 'C'), (9, 'S'), (13, 'S'), (10, 'S'), (11, 'C'), (13, 'C'), (12, 'H')]",[],"[(2, 'H'), (10, 'H'), (8, 'H')]",15.0
42,"[(5, 'D'), (11, 'S'), (12, 'S'), (7, 'C'), (3, 'S'), (6, 'H'), (9, 'D'), (7, 'S')]","[(1, 'S'), (1, 'D'), (10, 'C'), (9, 'S'), (13, 'S'), (10, 'S'), (11, 'C'), (13, 'C'), (12, 'H'), (2, 'H'), (10, 'H'), (8, 'H')]",[],"[(11, 'S'), (12, 'S')]",17.0
